FID,FID_1,CODE_MECAN,RESEAU,COMMUNE,PROVINCE,NOM_REGION,ADRESSE,XX,XY,OBJECTID,ID,NAME,TOTPOP_CY
125,992,87330,MFASSIS,M'FASSIS,KHOURIBGA,SETTAT,commune M'FASSIS  25322 KHOURIBGA,-6.786000000000000,32.841000000000001,6,1102,Khouribga,530182
126,1062,87031,OULED ABDOUN,OULAD ABDOUNE,KHOURIBGA,SETTAT,commune OULAD ABDOUNE  25023 KHOURIBGA,-6.932000000000000,32.911999999999999,6,1102,Khouribga,530182
127,1065,88031,JEMAA OULAD AISSA,OULAD AISSA,KHOURIBGA,SETTAT,commune OULAD AISSA  25375 KHOURIBGA,-6.447000000000000,32.933999999999997,6,1102,Khouribga,530182
128,1071,87331,OULAD AZZOUZ,OULAD AZZOUZ,KHOURIBGA,SETTAT,commune OULAD AZZOUZ  25323 KHOURIBGA,-6.717000000000000,32.789000000000001,6,1102,Khouribga,530182
129,1085,88033,OULAD FENNANE,OULAD FENNANE,KHOURIBGA,SETTAT,commune OULAD FENNANE 25382 KHOURIBGA,-6.567000000000000,32.982999999999997,6,1102,Khouribga,530182
130,1087,88232,OULAD FTATA,OULAD FTATA,KHOURIBGA,SETTAT,commune OULAD FTATA  25423 KHOURIBGA,-6.650000000000000,33.156999999999996,6,1102,Khouribga,530182
131,1091,84332,OULAD GOUAOUCH,OULAD GOUAOUCH,KHOURIBGA,SETTAT,commune OULAD GOUAOUCH  25073 KHOURIBGA,-6.381000000000000,32.740000000000002,6,1102,Khouribga,530182
132,1147,84230,ROUACHED,ROUACHED,KHOURIBGA,SETTAT,commune ROUACHED  25522 KHOURIBGA,-6.375000000000000,32.828000000000003,6,1102,Khouribga,530182
133,1220,14430,SIDI BOUABBED,SIDI LAMINE,KHENIFRA,MEKNES,commune SIDI LAMINE  54023 KHENIFRA,-6.124000000000000,32.933000000000000,6,1102,Khouribga,530182
134,1406,88300,OUED ZEM AL WAHDA,OUED ZEM,KHOURIBGA,SETTAT,Hay Al Wahda Rue Al Makred 25352 Oued Zem,-6.555000000000000,32.872000000000000,6,1102,Khouribga,530182
135,1411,87100,BOUJNIBA,BOUJNIBA,KHOURIBGA,SETTAT,Hay Essalam 25102 BOUJNIBA,-6.774000000000000,32.890999999999998,6,1102,Khouribga,530182
136,1414,87061,KHOURIBGA NAHDA,KHOURIBGA,KHOURIBGA,SETTAT,Hay iqbal n°65 Avenue Ahmed Elhiba Nahda 25015 KHOURIBGA,-6.905000000000000,32.886000000000003,6,1102,Khouribga,530182
137,1418,87200,BOULANOUAR,BOULANOUARE,KHOURIBGA,SETTAT,Hay Sbit boulanouare 25152 KHOURIBGA,-6.881000000000000,32.853999999999999,6,1102,Khouribga,530182
138,1444,87700,KHOURIBGA AL QODS,KHOURIBGA,KHOURIBGA,SETTAT,Khouribga Al Qods  25004 Khouribga,-6.931000000000000,32.886000000000003,6,1102,Khouribga,530182
139,1471,88061,OUED ZEM EL MADINA,OUED ZEM,KHOURIBGA,SETTAT,MEDINA 25355 OUED ZEM,-6.577000000000000,32.853000000000002,6,1102,Khouribga,530182
140,1495,87065,KHOURIBGA HAY ESSALAM,KHOURIBGA,KHOURIBGA,SETTAT,n°237 Nouvelle Construction de Sechage Khouribga  25014 KHOURIBGA,-6.900000000000000,32.877000000000002,6,1102,Khouribga,530182
141,1542,84000,BEJJAAD 11 JANVIER,BEJAAD,KHOURIBGA,SETTAT,Quartier Administratif  25062 Bejaad,-6.397000000000000,32.777000000000001,6,1102,Khouribga,530182
142,1543,87300,HATTANE,HATTANE,KHOURIBGA,SETTAT,Quartier Administratif 25302 HATTANE,-6.815000000000000,32.832999999999998,6,1102,Khouribga,530182
143,1556,88200,OULED BOUGHADI,OULAD BOUGHADI,KHOURIBGA,SETTAT,Quartier Administratif oulad boughadi   25402 KHOURIBGA,-6.709000000000000,33.070999999999998,6,1102,Khouribga,530182
144,1664,88000,OUED ZEM PPAL,OUED ZEM,KHOURIBGA,SETTAT,Rue des martyres 25353 OUED ZEM,-6.582000000000000,32.866999999999997,6,1102,Khouribga,530182
145,1686,88060,OUED ZEM EL KOREA,OUED ZEM,KHOURIBGA,SETTAT,Rue n°18 El Korea   25354 OUED ZEM,-6.567000000000000,32.859999999999999,6,1102,Khouribga,530182
146,236,89800,SETTAT HAY EL FARAH,SETTAT,SETTAT,SETTAT,Bd Ben Labsir  Hay El Farah 26002 Settat,-7.627000000000000,33.009000000000000,7,1103,Settat,619573
147,239,81300,SIDI HAJJAJ,OULAD M'RAH,SETTAT,SETTAT,Bd El Amir Sidi Mohamed 26602 OULAD MRAH,-7.260000000000000,32.908000000000001,7,1103,Settat,619573
148,278,89100,EL BOROUJ,EL BOROUJ,SETTAT,SETTAT,Bd Mohamed V Quartier Administratif 26252 EL BOROUJ,-7.200000000000000,32.497999999999998,7,1103,Settat,619573
149,386,89500,BNI KHLOUG,BNI KHLOUG,SETTAT,SETTAT,Centre Bni Khloug Cercle El Borouj   26152 SETTAT,-7.352000000000000,32.661000000000001,7,1103,Settat,619573
150,453,89300,OULAD SAID,OULAD SAID,SETTAT,SETTAT,Centre Oulad Said 26502 SETTAT,-7.810000000000000,32.962000000000003,7,1103,Settat,619573
151,458,89400,RAS EL AIN,RAS EL AIN,SETTAT,SETTAT,Centre Ras El Ain 26552 SETTAT,-7.386000000000000,32.979999999999997,7,1103,Settat,619573
152,478,89600,SIDI RAHHAL CHAOUIA,SIDI MOHAMMED BEN RAHAL,SETTAT,SETTAT,Centre Sidi Rahal Chaouia   26652 SETTAT,-7.767000000000000,32.781999999999996,7,1103,Settat,619573
153,562,89633,TLETA AIN BLAL,AIN BLAL,SETTAT,SETTAT,commune AIN BLAL  26674 SETTAT,-7.592000000000000,32.545999999999999,7,1103,Settat,619573
154,572,89034,AIN NZARH,AIN NZAGH,SETTAT,SETTAT,commune AIN NZAGH  26022 SETTAT,-7.530000000000000,32.950000000000003,7,1103,Settat,619573
155,780,89530,DAR CHAFFAI,DAR CHAFFAI,SETTAT,SETTAT,commune DAR CHAFFAI  26172 SETTAT,-7.507000000000000,32.545000000000002,7,1103,Settat,619573
156,829,89231,OUED BERS,GDANA,SETTAT,SETTAT,commune GDANA  26472 SETTAT,-8.031000000000001,32.993000000000002,7,1103,Settat,619573
157,830,89330,KHEMIS GDANA,GDANA,SETTAT,SETTAT,commune GDANA  26522 SETTAT,-7.924000000000000,32.975000000000001,7,1103,Settat,619573
158,907,89634,ZEMAMRA CHAOUIA,KHEMISSET CHAOUIA,SETTAT,SETTAT,commune KHEMISSET CHAOUIA  26676 SETTAT,-7.692000000000000,32.874000000000002,7,1103,Settat,619573
159,949,89133,KRAKRA,LAQRAQRA,SETTAT,SETTAT,commune LAQRAQRA  26273 SETTAT,-7.153000000000000,32.402000000000001,7,1103,Settat,619573
160,959,89630,IMFOUT,MACHRAA BEN ABBOU,SETTAT,SETTAT,commune MACHRAA BEN ABBOU  26672 SETTAT,-7.926000000000000,32.728999999999999,7,1103,Settat,619573
161,960,89631,MECHRA BEN ABBOU,MACHRAA BEN ABBOU,SETTAT,SETTAT,commune MACHRAA BEN ABBOU  26673 SETTAT,-7.797000000000000,32.649000000000001,7,1103,Settat,619573
162,985,89134,OULAD HAMMOU,MESKOURA,SETTAT,SETTAT,commune MESKOURA  26276 SETTAT,-7.298000000000000,32.597000000000001,7,1103,Settat,619573
163,993,81030,MGARTO,M'GARTO,SETTAT,SETTAT,commune M'GARTO  26072 SETTAT,-7.121000000000000,33.161999999999999,7,1103,Settat,619573
164,1016,81330,MRIZIG,MRIZIGUE,SETTAT,SETTAT,commune MRIZIGUE  26622 SETTAT,-7.083000000000000,32.844000000000001,7,1103,Settat,619573
165,1027,89036,HAD MZOURA,MZOURA,SETTAT,SETTAT,commune MZOURA  26023 SETTAT,-7.866000000000000,32.837000000000003,7,1103,Settat,619573
166,1031,81130,NKHILA,N'KHILA,SETTAT,SETTAT,commune N'KHILA  26722 SETTAT,-7.086000000000000,32.953000000000003,7,1103,Settat,619573
167,1053,89430,OUED NAANAA,OUED NAANAA,SETTAT,SETTAT,commune OUED NAANAA  26572 SETTAT,-7.254000000000000,33.009000000000000,7,1103,Settat,619573
168,1068,89131,OULAD DRISS,OULAD AMER,SETTAT,SETTAT,commune OULAD AMER  26275 SETTAT,-7.213000000000000,32.423000000000002,7,1103,Settat,619573
169,1073,89130,ARBA OULAD BOU ALI,OULAD BOUALI NOUAJA,SETTAT,SETTAT,commune OULAD BOUALI NOUAJA  26272 SETTAT,-7.121000000000000,32.594000000000001,7,1103,Settat,619573
170,1083,81331,TLETA OULAD FARES,OULAD FARES,SETTAT,SETTAT,commune OULAD FARES  26623 SETTAT,-7.206000000000000,32.789999999999999,7,1103,Settat,619573
171,1084,89132,OULAD BELKACEM,OULAD FARES EL HALLA,SETTAT,SETTAT,commune OULAD FARES EL HALLA  26274 SETTAT,-7.110000000000000,32.524999999999999,7,1103,Settat,619573
172,1086,89035,SEBT OULAD FRIHA,OULAD FREIHA,SETTAT,SETTAT,commune OULAD FREIHA  26024 SETTAT,-7.583000000000000,32.590000000000003,7,1103,Settat,619573
173,1099,81031,OULAD MHAMED,OULAD M'HAMED,SETTAT,SETTAT,commune OULAD M'HAMED  26073 SETTAT,-7.055000000000000,33.097999999999999,7,1103,Settat,619573
174,1107,89039,TLETA OULAD SGHIR,OULAD SGHIR,SETTAT,SETTAT,commune OULAD SGHIR 26232 SETTAT,-7.499000000000000,32.844999999999999,7,1103,Settat,619573
175,1144,89730,RIMA,RIMA,SETTAT,SETTAT,commune RIMA  26372 SETTAT,-7.371000000000000,32.781999999999996,7,1103,Settat,619573
176,1172,89532,SIDI AHMED EL KHADIR,SIDI AHMED EL KHADIR,SETTAT,SETTAT,commune SIDI AHMED EL KHADIR  26174 SETTAT,-7.338000000000000,32.536000000000001,7,1103,Settat,619573
177,1192,89531,OULAD N'JIMA,SIDI BOUMEHDI,SETTAT,SETTAT,commune SIDI BOUMEHDI  26173 SETTAT,-7.328000000000000,32.668999999999997,7,1103,Settat,619573
178,1199,81032,SIDI DAHBI,SIDI DAHBI,SETTAT,SETTAT,commune SIDI DAHBI  26074 SETTAT,-7.183000000000000,33.057000000000002,7,1103,Settat,619573
179,1202,89038,SIDI EL AIDI,SIDI EL AIDI,SETTAT,SETTAT,commune SIDI EL AIDI  26026 SETTAT,-7.628000000000000,33.128000000000000,7,1103,Settat,619573
180,1211,89431,DOUAR OULED NACEUR,SIDI HAJJAJ,SETTAT,SETTAT,commune SIDI HAJJAJ  26573 SETTAT,-7.399000000000000,32.935000000000002,7,1103,Settat,619573
181,1343,89632,TNINE TOUALET,TOUALET,SETTAT,SETTAT,commune TOUALET  26675 SETTAT,-7.666000000000000,32.777000000000001,7,1103,Settat,619573
182,1390,89060,SETTAT NAFISSE,SETTAT,SETTAT,SETTAT,GA Fermé  26005 SETTAT,-7.619000000000000,33.012999999999998,7,1103,Settat,619573
183,1508,81100,SOUK TLETA LOULAD,LOULAD,SETTAT,SETTAT,Place 20 Aout S.T.L 26702 LOULAD,-7.127000000000000,32.994000000000000,7,1103,Settat,619573
184,1519,89000,SETTAT,SETTAT,SETTAT,SETTAT,Place de la Liberté 26004 SETTAT,-7.620000000000000,33.002000000000002,7,1103,Settat,619573
185,1544,81000,BEN AHMED,BEN AHMED,SETTAT,SETTAT,Quartier Administratif 26052 Ben ahmed,-7.242000000000000,33.061000000000000,7,1103,Settat,619573
186,1553,89700,GUISSER,GUISSER,SETTAT,SETTAT,Quartier Administratif guissr 26352 SETTAT,-7.507000000000000,32.768000000000001,7,1103,Settat,619573
187,1697,90300,SETTAT SAMIR,SETTAT,SETTAT,SETTAT,Rue Tchad Hay Pam 26003 SETTAT,-7.610000000000000,33.002000000000002,7,1103,Settat,619573
188,202,89200,OULAD ABBOU,OULAD ABBOU,SETTAT,SETTAT,Avenue Mohamed V Quartier Administratif 26452 OULAD ABBOU,-7.912000000000000,33.134000000000000,8,1104,Berrechid,426406
189,216,53000,EL GARA,EL GARA,SETTAT,SETTAT,Avenue Zerktouni Quartier Administratif 26302 EL GARA,-7.234000000000000,33.280999999999999,8,1104,Berrechid,426406
190,290,83300,BERRECHID HAY HASSANI,BERRECHID,SETTAT,SETTAT,Bd Rahhal Meskini 26102 Berrechid,-7.580000000000000,33.271999999999998,8,1104,Berrechid,426406
191,401,83100,DEROUA OULAD ZIANE,DEROUA,SETTAT,SETTAT,Centre Deroua Oulad Zyane Route Mediouna   26202 SETTAT,-7.514000000000000,33.357999999999997,8,1104,Berrechid,426406
192,419,90100,HAD SOUALEM,SOUALEM,SETTAT,SETTAT,Centre Had Soualem 26402 SETTAT,-7.864000000000000,33.427000000000000,8,1104,Berrechid,426406
193,702,89232,SIDI SAID MAACHOU,BEN MAACHOU,SETTAT,SETTAT,commune BEN MAACHOU  26474 SETTAT,-8.105000000000000,33.146000000000001,8,1104,Berrechid,426406
194,932,89230,RHNIMIYNE,LAGHNIMYINE,SETTAT,SETTAT,commune LAGHNIMYINE  26473 SETTAT,-7.885000000000000,33.207000000000001,8,1104,Berrechid,426406
195,935,90130,OULAD ZIANE,LAKHIAITA,SETTAT,SETTAT,commune LAKHIAITA  26422 SETTAT,-7.778000000000000,33.369000000000000,8,1104,Berrechid,426406
196,1105,83031,SOUK JEMAA SIDI EL AYACHI,OULAD SALAH,NOUACEUR,SETTAT,commune OULAD SALAH 27123 NOUACEUR,-7.668000000000000,33.414000000000001,8,1104,Berrechid,426406
197,1143,83030,RIAH,RIAH,SETTAT,SETTAT,commune RIAH  26122 SETTAT,-7.376000000000000,33.179000000000002,8,1104,Berrechid,426406
198,1228,90032,SIDI RAHHAL PLAGE,SIDI RAHHAL CHATAI,SETTAT,SETTAT,commune SIDI RAHHAL CHATAI 26175 SETTAT,-7.958000000000000,33.476999999999997,8,1104,Berrechid,426406
199,1500,83160,NOUACEUR,NOUACEUR,NOUACEUR,SETTAT,"Nouaceur, Quartier Administratif  27000 NOUACEUR",-7.560000000000000,33.366999999999997,8,1104,Berrechid,426406
200,1584,83060,BERRECHID YASMINA,BERRECHID,SETTAT,SETTAT,N7 impace Abou Baker sanaoubari Avenu Mohammed V Quartier Yasmina   16034 BERRECHID,-7.593000000000000,33.255000000000003,8,1104,Berrechid,426406
201,1657,83000,BERRECHID PPAL,BERRECHID,SETTAT,SETTAT,Rue Damas 26103 BERRECHID,-7.586000000000000,33.277999999999999,8,1104,Berrechid,426406
202,215,90400,EL JADIDA BOUCHRIT,EL-JADIDA,EL JADIDA,SETTAT,Avenue Zerktouni Bouchrite el jadida 24014 EL-JADIDA,-8.507999999999999,33.253999999999998,9,1201,El Jadida,748009
203,234,91700,EL JADIDA PLATEAU,EL-JADIDA,EL JADIDA,SETTAT,Bd Attahrir 24002 El Jadida,-8.517000000000000,33.250000000000000,9,1201,El Jadida,748009
204,282,91000,EL JADIDA PPAL,EL-JADIDA,EL JADIDA,SETTAT,Bd Mohamed V Rue William Redman 24013 EL-JADIDA,-8.502000000000001,33.252000000000002,9,1201,El Jadida,748009
205,299,91100,AZEMMOUR,AZEMMOUR,EL JADIDA,SETTAT,Bd Zerktouni Place Mohammed V 24102 AZEMMOUR,-8.349000000000000,33.280000000000001,9,1201,El Jadida,748009
206,342,90700,MOULAY ABDELLAH,MOULAY ABDALLAH,EL JADIDA,SETTAT,Centre Administratif moulay abdellah 24003 EL JADIDA,-8.586000000000000,33.195000000000000,9,1201,El Jadida,748009
207,376,90000,BIR JDID,LBIR JDID,EL JADIDA,SETTAT,Centre Bir jdid Quartier Administratif 24152 LBIR JDID,-7.992000000000000,33.372000000000000,9,1201,El Jadida,748009
208,457,91400,OULED FREJ,OULAD FREJ,EL JADIDA,SETTAT,Centre Ouled Frej Quartier Administratif 24302 EL JADIDA,-8.217000000000001,32.956000000000003,9,1201,El Jadida,748009
209,472,90600,SIDI BOUZID,SIDI BOUZID,EL JADIDA,SETTAT,Centre Sidi Bouzid Quartier Administratif 24005 EL JADIDA,-8.550000000000001,33.228999999999999,9,1201,El Jadida,748009
210,480,91500,SIDI SMAIL,SIDI SMAIL,EL JADIDA,SETTAT,Centre Sidi Smail Quartier Administratif 24402 EL JADIDA,-8.513999999999999,32.823999999999998,9,1201,El Jadida,748009
211,754,91632,TLETA BOULAOUANE,BOULAOUANE,EL JADIDA,SETTAT,commune BOULAOUANE  24074 EL JADIDA,-8.055999999999999,32.865000000000002,9,1201,El Jadida,748009
212,777,90033,TNINE CHTOUKA,CHTOUKA,EL JADIDA,SETTAT,commune CHTOUKA  24175 EL JADIDA,-8.163000000000000,33.314000000000000,9,1201,El Jadida,748009
213,927,90030,ARBAA CHTOUKA,LAGHDIRA,EL JADIDA,SETTAT,commune LAGHDIRA  24172 EL JADIDA,-8.033000000000000,33.280999999999999,9,1201,El Jadida,748009
214,942,90031,OULJA DES CHIADMA,LAMHARZA ESSAHEL,EL JADIDA,SETTAT,commune LAMHARZA ESSAHEL  24173 EL JADIDA,-8.141000000000000,33.399000000000001,9,1201,El Jadida,748009
215,990,91431,KHEMIS MTOUH,METTOUH,EL JADIDA,SETTAT,commune METTOUH  24322 EL JADIDA,-8.175000000000001,32.878999999999998,9,1201,El Jadida,748009
216,1006,90730,JORF LASFAR,MOULAY ABDALLAH,EL JADIDA,SETTAT,commune MOULAY ABDALLAH  24025 EL JADIDA,-8.627000000000001,33.113000000000000,9,1201,El Jadida,748009
217,1063,91037,OULAD AISSA,OULAD AISSA,EL JADIDA,SETTAT,commune OULAD AISSA  24022 EL JADIDA,-8.692000000000000,32.957999999999998,9,1201,El Jadida,748009
218,1064,91030,SIDI MOUSSA PLAGE,OULAD AISSA,EL JADIDA,SETTAT,commune OULAD AISSA  24024 EL JADIDA,-8.728000000000000,32.994999999999997,9,1201,El Jadida,748009
219,1088,91830,OULAD RHANEM,OULAD GHANEM,EL JADIDA,SETTAT,commune OULAD GHANEM  24272 EL JADIDA,-8.888999999999999,32.715000000000003,9,1201,El Jadida,748009
220,1092,91131,BOUCEDRA,OULAD HAMDANE,EL JADIDA,SETTAT,commune OULAD HAMDANE  24122 EL JADIDA,-8.164000000000000,33.200000000000003,9,1201,El Jadida,748009
221,1093,91133,MHAIOULA,OULAD HAMDANE,EL JADIDA,SETTAT,commune OULAD HAMDANE  24124 EL JADIDA,-8.221000000000000,33.212000000000003,9,1201,El Jadida,748009
222,1094,91430,OULAD HAMDANE,OULAD HAMDANE,EL JADIDA,SETTAT,commune OULAD HAMDANE  24323 EL JADIDA,-8.273999999999999,33.128999999999998,9,1201,El Jadida,748009
223,1097,91034,OULAD HASSINE,OULAD HCINE,EL JADIDA,SETTAT,commune OULAD HCINE  24023 EL JADIDA,-8.512000000000001,33.067000000000000,9,1201,El Jadida,748009
224,1102,91132,HAOUZIA,OULAD RAHMOUNE,EL JADIDA,SETTAT,commune OULAD RAHMOUNE  24123 EL JADIDA,-8.260000000000000,33.215000000000003,9,1201,El Jadida,748009
225,1108,91432,OULAD SIDI ALI BEN YOUSSEF,OULAD SIDI ALI BEN YOUSSEF,EL JADIDA,SETTAT,commune OULAD SIDI ALI BEN YOUSSEF  24324 EL JADIDA,-8.111000000000001,32.951999999999998,9,1201,El Jadida,748009
226,1156,91530,SEBT SAISS,SEBT SAISS,EL JADIDA,SETTAT,commune SEBT SAISS  24422 EL JADIDA,-8.646000000000001,32.777999999999999,9,1201,El Jadida,748009
227,1170,90731,SIDI ABED,SIDI ABED,EL JADIDA,SETTAT,commune SIDI ABED 24032 EL JADIDA,-8.670999999999999,33.057000000000002,9,1201,El Jadida,748009
228,1428,90200,EL JADIDA JOUHARA,EL-JADIDA,EL JADIDA,SETTAT,immeuble Brija Avenue bir anzarane  24006 EL-JADIDA,-8.494000000000000,33.234000000000002,9,1201,El Jadida,748009
229,1655,91160,AZEMMOUR OUM ERRABIA,AZEMMOUR,EL JADIDA,SETTAT,RUE BOUJDOR N° 34   24103 AZEMMOUR,-8.343999999999999,33.289000000000001,9,1201,El Jadida,748009
230,1746,91010,EL JADIDA BIR ANZARANE,EL-JADIDA,EL JADIDA,SETTAT,Avenu bir anzarane 24033 El Jadida,-8.494000000000000,33.222999999999999,9,1201,El Jadida,748009
231,1747,91020,EL JADIDA ESSAADA,EL-JADIDA,EL JADIDA,SETTAT,Avenu zerktouni hay essaada 24016 El Jadida,-8.528000000000001,33.241999999999997,9,1201,El Jadida,748009
232,113,94400,SAFI AZIB DRAI,SAFI,SAFI,MARRAKECH,Av Ibn Battouta  Quartier Azib Drai 46002 SAFI,-9.218999999999999,32.292999999999999,10,1202,Safi,679167
233,124,92060,SAFI LES COURSES,SAFI,SAFI,MARRAKECH,Av Phosphate Quartier les courses 46032 SAFI,-9.244000000000000,32.274000000000001,10,1202,Safi,679167
234,128,92000,SAFI PPAL,SAFI,SAFI,MARRAKECH,Av Sidi Mohamd Ben Abdellah ville nouvelle 46013 SAFI,-9.233000000000001,32.293999999999997,10,1202,Safi,679167
235,140,92010,SAFI AL MASSIRA,SAFI,SAFI,MARRAKECH,"Avenue Al Massira, Route Sebt Gzoula 46014 SAFI",-9.241000000000000,32.268999999999998,10,1202,Safi,679167
236,416,92700,HAD HARARA,HRARA,SAFI,MARRAKECH,Centre Had Harrara 46006 SAFI,-9.135000000000000,32.442999999999998,10,1202,Safi,679167
237,466,92500,SEBT GZOULA,SEBT GZOULA,SAFI,MARRAKECH,centre Sebt Gzoula 46152 SEBT GZOULA,-9.092000000000001,32.109000000000002,10,1202,Safi,679167
238,511,92400,TLETA SIDI BOUGUEDRA,BOUGUEDRA,SAFI,MARRAKECH,Centre Tlet Bouguedra Route Casa 46252 SAFI,-8.980000000000000,32.256999999999998,10,1202,Safi,679167
239,690,92730,SOUK EYR,AYIR,SAFI,MARRAKECH,commune AYIR 46034 SAFI,-9.060000000000001,32.703000000000003,10,1202,Safi,679167
240,783,92731,DAR SI AISSA,DAR SI AISSA,SAFI,MARRAKECH,commune DAR SI AISSA  46026 SAFI,-9.016000000000000,32.414000000000001,10,1202,Safi,679167
241,791,92033,BEDDOUZA,EL BEDDOUZA,SAFI,MARRAKECH,commune EL BEDDOUZA  46023 SAFI,-9.273000000000000,32.537999999999997,10,1202,Safi,679167
242,797,92531,TNINE RHIATE,EL GHIATE,SAFI,MARRAKECH,commune EL GHIATE  46174 SAFI,-9.164000000000000,32.039999999999999,10,1202,Safi,679167
243,905,92032,ARBAA KHATTAZAKARNE,KHATAZAKANE,SAFI,MARRAKECH,commune KHATAZAKANE  46022 SAFI,-9.131000000000000,32.229999999999997,10,1202,Safi,679167
244,921,92231,LABKHATI,LABKHATI,SAFI,MARRAKECH,commune LABKHATI  46122 SAFI,-8.647000000000000,32.433000000000000,10,1202,Safi,679167
245,939,92034,SOUIRA KEDIMA,LAMAACHATE,SAFI,MARRAKECH,commune LAMAACHATE  46025 SAFI,-9.340999999999999,32.042999999999999,10,1202,Safi,679167
246,945,92533,LAMRASLA,LAMRASLA,SAFI,MARRAKECH,commune LAMRASLA  46175 SAFI,-8.922000000000001,32.042000000000002,10,1202,Safi,679167
247,947,92233,LAMSABIH,LAMSABIH,SAFI,MARRAKECH,commune LAMSABIH 46125 SAFI,-8.742000000000001,32.283000000000001,10,1202,Safi,679167
248,1005,92232,MOUL BERGUI,MOUL EL BERGUI,SAFI,MARRAKECH,commune MOUL EL BERGUI  46123 SAFI,-9.007999999999999,32.526000000000003,10,1202,Safi,679167
249,1028,92530,KHEMIS NGA,NAGGA,SAFI,MARRAKECH,commune NAGGA  46173 SAFI,-9.036000000000000,32.000999999999998,10,1202,Safi,679167
250,1106,92035,OULED SELMANE,OULAD SALMANE,SAFI,MARRAKECH,commune OULAD SALMANE 46035 SAFI,-9.260000000000000,32.167000000000002,10,1202,Safi,679167
251,1176,92230,TLETA SIDI AISSA,SIDI AISSA,SAFI,MARRAKECH,commune SIDI AISSA  46124 SAFI,-8.901000000000000,32.414999999999999,10,1202,Safi,679167
252,1206,92031,SIDI TIJI,SIDI ETTIJI,SAFI,MARRAKECH,commune SIDI ETTIJI  46024 SAFI,-8.865000000000000,32.164000000000001,10,1202,Safi,679167
253,1460,93900,SAFI SIDI ABDELKRIM,SAFI,SAFI,MARRAKECH,Lotissement El Mejed Quartier Biada 46004 SAFI,-9.231999999999999,32.307000000000002,10,1202,Safi,679167
254,1523,92600,SAFI SIDI BOUDAHAB,SAFI,SAFI,MARRAKECH,Place de l'ind?endance 46003 SAFI,-9.242000000000001,32.296999999999997,10,1202,Safi,679167
255,1548,92200,JEMAA SEHAIM,JAMAAT SHAIM,SAFI,MARRAKECH,Quartier Administratif 46102 JAMAAT SHAIM,-8.840999999999999,32.334000000000003,10,1202,Safi,679167
256,1575,92900,SAFI SIDI OUASSEL,SAFI,SAFI,MARRAKECH,Quartier Kaouki 46005 SAFI,-9.247999999999999,32.256000000000000,10,1202,Safi,679167
257,1579,92065,SAFI NOUVELLE MEDINA,SAFI,SAFI,MARRAKECH,quartier nouvelle Medina 46 033 SAFI,-9.221000000000000,32.292000000000002,10,1202,Safi,679167
258,238,91300,SIDI BENNOUR,SIDI BENNOUR,EL JADIDA,SETTAT,Bd des FAR 24353 SIDI BENNOUR,-8.423000000000000,32.655999999999999,11,1203,Sidi Bennour,470588
259,341,91200,KHEMIS DES ZEMAMRA,ZEMAMRA,EL JADIDA,SETTAT,Centre Administratif khemis zemamra 24202 ZEMAMRA,-8.699999999999999,32.622000000000000,11,1203,Sidi Bennour,470588
260,343,90800,TNINE GHARBIA,LGHARBIA,EL JADIDA,SETTAT,Centre Administratif tnin gharbia   24452 EL JADIDA,-8.863000000000000,32.569000000000003,11,1203,Sidi Bennour,470588
261,362,91600,ARBAA AOUNATE,LAAOUNATE,EL JADIDA,SETTAT,Centre Arbaa Aounate Quartier Administratif 24052 EL JADIDA,-8.193000000000000,32.744000000000000,11,1203,Sidi Bennour,470588
262,385,91900,SEBT BENI HLAL,BNI HILAL,EL JADIDA,SETTAT,Centre Bni Hlal. Quartier Administratif  24352 EL JADIDA,-8.416000000000000,32.796999999999997,11,1203,Sidi Bennour,470588
263,450,90900,OULED AMRANE,OULAD AMRANE,EL JADIDA,SETTAT,Centre Oulad Amrane Quartier Administratif 24004 EL JADIDA,-8.519000000000000,32.392000000000003,11,1203,Sidi Bennour,470588
264,908,91631,KHEMIS KSIBA,KHMIS KSIBA,EL JADIDA,SETTAT,commune KHMIS KSIBA  24072 EL JADIDA,-8.272000000000000,32.521999999999998,11,1203,Sidi Bennour,470588
265,914,91234,EL HAGAGCHA,LAAGAGCHA,EL JADIDA,SETTAT,commune LAAGAGCHA  24223 EL JADIDA,-8.738000000000000,32.524000000000001,11,1203,Sidi Bennour,470588
266,928,91233,LAAOUISSATE,LAGHNADRA,EL JADIDA,SETTAT,commune LAGHNADRA  24222 EL JADIDA,-8.632000000000000,32.691000000000003,11,1203,Sidi Bennour,470588
267,929,91232,LAMNAKRA EL HADDADA,LAGHNADRA,EL JADIDA,SETTAT,commune LAGHNADRA  24224 EL JADIDA,-8.727000000000000,32.625000000000000,11,1203,Sidi Bennour,470588
268,930,91230,OULAD BEN CHAOUI,LAGHNADRA,EL JADIDA,SETTAT,commune LAGHNADRA  24225 EL JADIDA,-8.731999999999999,32.637000000000000,11,1203,Sidi Bennour,470588
269,931,91236,ZAOUIAT BEN HAMDOUNE,LAGHNADRA,EL JADIDA,SETTAT,commune LAGHNADRA 24232 EL JADIDA,-8.611000000000001,32.625999999999998,11,1203,Sidi Bennour,470588
270,954,91930,EL MECHREK,LMECHREK,EL JADIDA,SETTAT,commune LMECHREK  24373 EL JADIDA,-8.438000000000001,32.720999999999997,11,1203,Sidi Bennour,470588
